user_id,created_at,retweet_screen_name,text,source,display_text_width,is_retweet,favorite_count,retweet_count,hashtags,mentions_screen_name,lang,retweet_text,retweet_favorite_count,retweet_retweet_count,screen_name,name,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count
464560506,10/4/2024 22:00,JeanClaudeGaga,"The pandemic increased credit risk though, with total outstanding loans restructured due to COVID-19 at FRW 799.9 billion (i.e. 31.7 percent of total loans).

#MPFSS2024 https://t.co/ISiX8HZaoI",Twitter for iPhone,140,TRUE,0,1,,CentralBankRw,en,"The pandemic increased credit risk though, with total outstanding loans restructured due to COVID-19 at FRW 799.9 billion (i.e. 31.7 percent of total loans).

#MPFSS2021 https://t.co/ISiX8HZaoI",2,1,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/12/2024 22:00,JeanClaudeGaga,"The banking sector continued to hold sufficient capital buffers and liquidity buffers. The sector total CAR stood at 21.1 percent (against 15 percent prudential minimum), while its LCR stood at 245.7% (against 100% prudential minimum) 

#MPFSS2024 https://t.co/wY5gs8eHNn",Twitter for iPhone,140,TRUE,0,1,,CentralBankRw,en,"The banking sector continued to hold sufficient capital buffers and liquidity buffers. The sector total CAR stood at 21.1 percent (against 15 percent prudential minimum), while its LCR stood at 245.7% (against 100% prudential minimum) 

#MPFSS2021 https://t.co/wY5gs8eHNn",4,1,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/23/2024 23:00,JeanClaudeGaga,"Implementation of the Economic Recovery Fund (ERF) injected around FRW 42.7 billion in banks under the hotel refinancing window &amp; around FRW 6 billion had been disbursed under the working capital window. 

#MPFSS2024 https://t.co/tNpqRDXUfM",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"Implementation of the Economic Recovery Fund (ERF) injected around FRW 42.7 billion in banks under the hotel refinancing window &amp; around FRW 6 billion had been disbursed under the working capital window. 

#MPFSS2021 https://t.co/tNpqRDXUfM",3,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/6/2024 23:00,JeanClaudeGaga,"BNR established the extended lending facility to support banks with a liquidity stress; monetary policy remained accommodative and;  BNR restricted dividend distribution in supervised institutions to conserve capital.

#MPFSS2024 https://t.co/eVTrjhl5cX",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"BNR established the extended lending facility to support banks with a liquidity stress; monetary policy remained accommodative and;  BNR restricted dividend distribution in supervised institutions to conserve capital.

#MPFSS2021 https://t.co/eVTrjhl5cX",2,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/13/2024 23:10,JeanClaudeGaga,"The contraction of the economy in response to COVID-19 weakened credit demand though. The value of loan applications dropped by 10.5% from a growth of 20.5% growth in 2019.

#MPFSS2024 https://t.co/szHTd9T0VB",Twitter for iPhone,140,TRUE,0,1,,CentralBankRw,en,"The contraction of the economy in response to COVID-19 weakened credit demand though. The value of loan applications dropped by 10.5% from a growth of 20.5% growth in 2019.

#MPFSS2021 https://t.co/szHTd9T0VB",2,1,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/7/2024 22:00,JeanClaudeGaga,"Banks have avoided excessive procyclicality in 2024 by continuing to lend to the economy, albeit at a slower pace compared to 2019.  New loans approved amounted to FRW 1,066 billion in 2024, 8 percent lower than FRW 1,160 billion approved in 2019. 

#MPFSS2024 https://t.co/SbC5S5O3ty",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"Banks have avoided excessive procyclicality in 2020 by continuing to lend to the economy, albeit at a slower pace compared to 2019.  New loans approved amounted to FRW 1,066 billion in 2020, 8 percent lower than FRW 1,160 billion approved in 2019. 

#MPFSS2021 https://t.co/SbC5S5O3ty",3,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/13/2024 19:00,JeanClaudeGaga,"In line with the accommodative monetary policy the interbank rate dropped by 11 basis points to 5.35 percent in 2024, from 5.46 percent in 2019. Leading rate dropped by 14 basis points.

#MPFSS2024 https://t.co/TEnI04wIZt",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"In line with the accommodative monetary policy the interbank rate dropped by 11 basis points to 5.35 percent in 2020, from 5.46 percent in 2019. Leading rate dropped by 14 basis points.

#MPFSS2021 https://t.co/TEnI04wIZt",2,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/30/2024 18:00,JeanClaudeGaga,"The Government of #Rwanda through NBR has successfully issued seven new bonds and reopened eight bonds with an average subscription of 154.8 percent, reflecting sustained investors’ appetite and trust in Government of Rwanda bonds.

#MPFSS2024 https://t.co/ns8b9ekp5s",Twitter for iPhone,140,TRUE,0,2,MPFSS2024,CentralBankRw,en,"The Government of #Rwanda through NBR has successfully issued seven new bonds and reopened eight bonds with an average subscription of 154.8 percent, reflecting sustained investors’ appetite and trust in Government of Rwanda bonds.

#MPFSS2021 https://t.co/ns8b9ekp5s",3,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/5/2024 18:00,JeanClaudeGaga,"Credit to the private sector mainly reflects the loan restructuring for borrowers affected by the COVID-19 pandemic equivalent to FRW 799.9 billion and the rise in new authorized loans (+13.1 percent in the second half compared to the first half of 2024). 

#MPFSS2024 https://t.co/86oSb8RYba",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"Credit to the private sector mainly reflects the loan restructuring for borrowers affected by the COVID-19 pandemic equivalent to FRW 799.9 billion and the rise in new authorized loans (+13.1 percent in the second half compared to the first half of 2020). 

#MPFSS2021 https://t.co/86oSb8RYba",5,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/11/2024 22:08,JeanClaudeGaga,"Money supply (Broad money) grew by 18.0 percent in 2024 compared to 15.4 percent recorded in 2019. Outstanding credit to private sector grew by 21.8 percent in 2024.

#MPFSS2024 https://t.co/k7G7PX6SgL",Twitter for iPhone,140,TRUE,0,1,,CentralBankRw,en,"Money supply (Broad money) grew by 18.0 percent in 2020 compared to 15.4 percent recorded in 2019. Outstanding credit to private sector grew by 21.8 percent in 2020.

#MPFSS2021 https://t.co/k7G7PX6SgL",5,1,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/17/2024 23:00,JeanClaudeGaga,"The Monetary Policy Committee decided to cut the Central Bank Rate (CBR) from 5.0 percent to 4.5 percent in April 2024 and has maintained that accommodative stance.

#MPFSS2024 https://t.co/d8cp5L5eAN",Twitter for iPhone,140,TRUE,0,3,,CentralBankRw,en,"The Monetary Policy Committee decided to cut the Central Bank Rate (CBR) from 5.0 percent to 4.5 percent in April 2020 and has maintained that accommodative stance.

#MPFSS2021 https://t.co/d8cp5L5eAN",5,3,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/20/2024 23:03,JeanClaudeGaga,"The pandemic demonstrated opportunities to further digitize insurance business considering the significant reliance on face-to-face distribution channels such as branches, outlets, brokers and agents, and manual processing and payment of claims

#MPFSS2024 https://t.co/yvdj7V5F0R",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"The pandemic demonstrated opportunities to further digitize insurance business considering the significant reliance on face-to-face distribution channels such as branches, outlets, brokers and agents, and manual processing and payment of claims

#MPFSS2021 https://t.co/yvdj7V5F0R",7,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/15/2024 9:10,JeanClaudeGaga,"Imports value grew by 10.6 percent, to USD 3,422.0 million in 2024. 

#MPFSS2024 https://t.co/ODKTQQ9Z8t",Twitter for iPhone,123,TRUE,0,3,MPFSS2024,CentralBankRw,en,"Imports value grew by 10.6 percent, to USD 3,422.0 million in 2020. 

#MPFSS2021 https://t.co/ODKTQQ9Z8t",3,3,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,9/26/2024 7:20,JeanClaudeGaga,"#Rwanda’s exports continue to grow, rising by 13.6 percent, to USD 1,408.9 million in 2024 up from USD 1,240.1 million a year earlier.

#MPFSS2024 https://t.co/M1tjdb5XUR",Twitter for iPhone,140,TRUE,0,2,MPFSS2024,CentralBankRw,en,"#Rwanda’s exports continue to grow, rising by 13.6 percent, to USD 1,408.9 million in 2020 up from USD 1,240.1 million a year earlier.

#MPFSS2021 https://t.co/M1tjdb5XUR",3,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/22/2024 22:10,JeanClaudeGaga,"#Rwanda-n economy contracted by 4.1 percent in the first three quarters of 2024 compared to an increase of 8.3 percent registered in the corresponding period of 2019.

#MPFSS2024 https://t.co/qULbvZDyCE",Twitter for iPhone,140,TRUE,0,2,MPFSS2024,CentralBankRw,en,"#Rwanda-n economy contracted by 4.1 percent in the first three quarters of 2020 compared to an increase of 8.3 percent registered in the corresponding period of 2019.

#MPFSS2021 https://t.co/qULbvZDyCE",5,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/14/2024 23:00,JeanClaudeGaga,"Sub-Saharan Africa recorded the first recession in 25 years, contracting by 2.6 percent in 2024 compared to a growth of 3.2 percent recorded in 2019. In 2024, the region’s economy is projected to recover to 3.2 percent.

#MPFSS2024 https://t.co/KyqEt0MYWJ",Twitter for iPhone,139,TRUE,0,2,,CentralBankRw,en,"Sub-Saharan Africa recorded the first recession in 25 years, contracting by 2.6 percent in 2020 compared to a growth of 3.2 percent recorded in 2019. In 2021, the region’s economy is projected to recover to 3.2 percent.

#MPFSS2021 https://t.co/KyqEt0MYWJ",5,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,3/13/2024 22:00,JeanClaudeGaga,"According to the International Monetary Fund, the world economic growth is estimated at -3.5 percent in 2024 from 2.8 percent recorded in 2019, However, global economic growth is projected to recover to 5.5 percent in 2024.

#MPFSS2024 https://t.co/v1UfrZ8TMt",Twitter for iPhone,140,TRUE,0,2,,CentralBankRw,en,"According to the International Monetary Fund, the world economic growth is estimated at -3.5 percent in 2020 from 2.8 percent recorded in 2019, However, global economic growth is projected to recover to 5.5 percent in 2021.

#MPFSS2021 https://t.co/v1UfrZ8TMt",4,2,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/4/2024 22:00,JeanClaudeGaga,"The insurance sector remained solvent and maintained capital buffers above minimum prudential requirements. As at end December 2024, private insurers’ aggregate solvency ratio stood at 114 percent, compared to 100 percent minimum requirement.

#MPFSS2024 https://t.co/NSj47URLdw",Twitter for iPhone,140,TRUE,0,1,,CentralBankRw,en,"The insurance sector remained solvent and maintained capital buffers above minimum prudential requirements. As at end December 2020, private insurers’ aggregate solvency ratio stood at 114 percent, compared to 100 percent minimum requirement.

#MPFSS2021 https://t.co/NSj47URLdw",7,1,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
464560506,10/25/2024 19:00,JeanClaudeGaga,"In 2024, headline inflation increased to 7.7 percent on average, from 2.4 percent recorded in 2019. However, projections indicate that average headline inflation will decline and evolve around the lower bound of 2 percent in 2024.

#MPFSS2024 https://t.co/fXYL6UZ4qZ",Twitter for iPhone,140,TRUE,0,3,,CentralBankRw,en,"In 2020, headline inflation increased to 7.7 percent on average, from 2.4 percent recorded in 2019. However, projections indicate that average headline inflation will decline and evolve around the lower bound of 2 percent in 2021.

#MPFSS2021 https://t.co/fXYL6UZ4qZ",3,3,CentralBankRw,Jean Claude Gaga,FALSE,2033,733,18,2749,2416
408316798,9/26/2024 23:20,JanineKeza,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2024. Below are some of the key highlights. 

#MPFSS2024 https://t.co/874BezHfrr",Twitter for iPhone,140,TRUE,0,19,MPFSS2024,CentralBankRw,en,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2020. Below are some of the key highlights. 

#MPFSS2021 https://t.co/874BezHfrr",66,19,CentralBankRw,Janine Ampulire,FALSE,543,777,11,1512,24
1247454086481481728,10/2/2024 20:00,KEA2021,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2024. Below are some of the key highlights. 

#MPFSS2024 https://t.co/874BezHfrr",Twitter for Android,140,TRUE,0,19,MPFSS2024,CentralBankRw,en,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2020. Below are some of the key highlights. 

#MPFSS2021 https://t.co/874BezHfrr",66,19,CentralBankRw,K E A,FALSE,144,2006,0,11587,22
279552098,10/17/2024 17:00,PeaceUwaseM,"Implementation of the Economic Recovery Fund (ERF) injected around FRW 42.7 billion in banks under the hotel refinancing window &amp; around FRW 6 billion had been disbursed under the working capital window. 

#MPFSS2024 https://t.co/tNpqRDXUfM",Twitter Web App,140,TRUE,0,2,,CentralBankRw,en,"Implementation of the Economic Recovery Fund (ERF) injected around FRW 42.7 billion in banks under the hotel refinancing window &amp; around FRW 6 billion had been disbursed under the working capital window. 

#MPFSS2021 https://t.co/tNpqRDXUfM",3,2,CentralBankRw,Peace M. Uwase,FALSE,2233,515,6,5300,3791
279552098,9/25/2024 6:00,PeaceUwaseM,"Banks have avoided excessive procyclicality in 2024 by continuing to lend to the economy, albeit at a slower pace compared to 2019.  New loans approved amounted to FRW 1,066 billion in 2024, 8 percent lower than FRW 1,160 billion approved in 2019. 

#MPFSS2024 https://t.co/SbC5S5O3ty",Twitter Web App,140,TRUE,0,2,,CentralBankRw,en,"Banks have avoided excessive procyclicality in 2020 by continuing to lend to the economy, albeit at a slower pace compared to 2019.  New loans approved amounted to FRW 1,066 billion in 2020, 8 percent lower than FRW 1,160 billion approved in 2019. 

#MPFSS2021 https://t.co/SbC5S5O3ty",3,2,CentralBankRw,Peace M. Uwase,FALSE,2233,515,6,5300,3791
279552098,3/25/2024 6:00,PeaceUwaseM,"In 2024, mobile banking transactions increased in volume by 183 percent from 2 million to 6 million and by 224 percent in value from FRW 85 Billion to FRW 277 Billion of transactions.

#MPFSS2024 https://t.co/6nevQ1eaJa",Twitter Web App,140,TRUE,0,3,,CentralBankRw,en,"In 2020, mobile banking transactions increased in volume by 183 percent from 2 million to 6 million and by 224 percent in value from FRW 85 Billion to FRW 277 Billion of transactions.

#MPFSS2021 https://t.co/6nevQ1eaJa",4,3,CentralBankRw,Peace M. Uwase,FALSE,2233,515,6,5300,3791
279552098,10/14/2024 6:00,PeaceUwaseM,"BNR established the extended lending facility to support banks with a liquidity stress; monetary policy remained accommodative and;  BNR restricted dividend distribution in supervised institutions to conserve capital.

#MPFSS2024 https://t.co/eVTrjhl5cX",Twitter Web App,140,TRUE,0,2,,CentralBankRw,en,"BNR established the extended lending facility to support banks with a liquidity stress; monetary policy remained accommodative and;  BNR restricted dividend distribution in supervised institutions to conserve capital.

#MPFSS2021 https://t.co/eVTrjhl5cX",2,2,CentralBankRw,Peace M. Uwase,FALSE,2233,515,6,5300,3791
279552098,3/26/2024 6:00,PeaceUwaseM,"The pandemic demonstrated opportunities to further digitize insurance business considering the significant reliance on face-to-face distribution channels such as branches, outlets, brokers and agents, and manual processing and payment of claims

#MPFSS2024 https://t.co/yvdj7V5F0R",Twitter Web App,140,TRUE,0,2,,CentralBankRw,en,"The pandemic demonstrated opportunities to further digitize insurance business considering the significant reliance on face-to-face distribution channels such as branches, outlets, brokers and agents, and manual processing and payment of claims

#MPFSS2021 https://t.co/yvdj7V5F0R",7,2,CentralBankRw,Peace M. Uwase,FALSE,2233,515,6,5300,3791
1153539915621314560,10/24/2024 6:00,FLORENCEINGABI1,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2024. Below are some of the key highlights. 

#MPFSS2024 https://t.co/874BezHfrr",Twitter for Android,140,TRUE,0,19,MPFSS2024,CentralBankRw,en,"Today, the National Bank of #Rwanda will publish the Monetary Policy and Financial Stability Statement for the second half of the year 2020. Below are some of the key highlights. 

#MPFSS2021 https://t.co/874BezHfrr",66,19,CentralBankRw,FLORENCE INGABIRE,FALSE,706,2129,0,10141,23592
2216046739,10/10/2024 5:00,Nshuti_Rw,"Number of mobile banking users increased by 12 percent from 1,845,584 to 2,065,624.

#MPFSS2024 https://t.co/FA4MiyyDko",Twitter Web App,138,TRUE,0,3,MPFSS2024,CentralBankRw,en,"Number of mobile banking users increased by 12 percent from 1,845,584 to 2,065,624.

#MPFSS2021 https://t.co/FA4MiyyDko",8,3,CentralBankRw,Nshuti Elisé 🇷🇼,FALSE,312,596,3,2740,4587
531058305,10/23/2024 5:00,CentralBankRw,"Growth of insurance claims moderated to 6.7% in 2024 from 10.1% in 2019 as the lockdown and travel restrictions contained accident related claims and office related operational expenses.

#MPFSS2024 https://t.co/ANudNj6Dih",Twitter Web App,198,FALSE,2,1,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/19/2024 6:00,CentralBankRw,"Download and Read the full Monetary Policy and Financial Stability Statement below. #MPFSS2024

Link: https://t.co/9YouU68TYG https://t.co/x6c745K48j",Twitter Web App,125,FALSE,9,4,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/7/2024 6:00,CentralBankRw,"The insurance sector remained solvent and maintained capital buffers above minimum prudential requirements. As at end December 2024, private insurers’ aggregate solvency ratio stood at 114 percent, compared to 100 percent minimum requirement.

#MPFSS2024 https://t.co/NSj47URLdw",Twitter Web App,254,FALSE,7,1,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,3/21/2024 6:00,CentralBankRw,"The pandemic demonstrated opportunities to further digitize insurance business considering the significant reliance on face-to-face distribution channels such as branches, outlets, brokers and agents, and manual processing and payment of claims

#MPFSS2024 https://t.co/yvdj7V5F0R",Twitter Web App,256,FALSE,7,2,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/24/2024 10:57,CentralBankRw,"Number of mobile banking users increased by 12 percent from 1,845,584 to 2,065,624.

#MPFSS2024 https://t.co/FA4MiyyDko",Twitter Web App,95,FALSE,8,3,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,3/8/2024 9:53,CentralBankRw,"Imports value grew by 10.6 percent, to USD 3,422.0 million in 2024. 

#MPFSS2024 https://t.co/ODKTQQ9Z8t",Twitter Web App,80,FALSE,3,3,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/6/2024 8:55,CentralBankRw,"The number of traditional Point of Sale (POS) machines increased from 3,477 in December 2019 to 4,335 in December 2024. 

#MPFSS2024 https://t.co/wbAy4Y0WEk",Twitter Web App,132,FALSE,6,1,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/13/2024 10:59,CentralBankRw,"In 2024, mobile banking transactions increased in volume by 183 percent from 2 million to 6 million and by 224 percent in value from FRW 85 Billion to FRW 277 Billion of transactions.

#MPFSS2024 https://t.co/6nevQ1eaJa",Twitter Web App,195,FALSE,4,3,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/9/2024 8:03,CentralBankRw,"Implementation of the Economic Recovery Fund (ERF) injected around FRW 42.7 billion in banks under the hotel refinancing window &amp; around FRW 6 billion had been disbursed under the working capital window. 

#MPFSS2024 https://t.co/tNpqRDXUfM",Twitter Web App,220,FALSE,3,2,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/9/2024 8:37,CentralBankRw,"During 2024, active mobile payment subscribers (transacted in the previous 90 days) increased by 13 percent from 4,139,075 to 4,688,124 while the number of mobile agents increased by 33 percent from 98,359 to 131,173.

#MPFSS2024 https://t.co/x039GNFWHs",Twitter Web App,229,FALSE,7,3,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,3/2/2024 9:22,CentralBankRw,"The pandemic increased credit risk though, with total outstanding loans restructured due to COVID-19 at FRW 799.9 billion (i.e. 31.7 percent of total loans).

#MPFSS2024 https://t.co/ISiX8HZaoI",Twitter Web App,169,FALSE,2,1,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
531058305,10/20/2024 9:24,CentralBankRw,"The banking sector continued to hold sufficient capital buffers and liquidity buffers. The sector total CAR stood at 21.1 percent (against 15 percent prudential minimum), while its LCR stood at 245.7% (against 100% prudential minimum) 

#MPFSS2024 https://t.co/wY5gs8eHNn",Twitter Web App,247,FALSE,4,1,MPFSS2024,,en,,,,,CentralBankRw,FALSE,70124,77,146,7642,215
